Longitud,Ancho,Altura,RelacionDiametroCarrera,VolumenCilindrada,RelacionComprecionAire,Potencia,RevolucionesMaxMotor,ConsumoCiudad,Precio,ClasificacionRiesgo_intermedio,ClasificacionRiesgo_muy seguro,ClasificacionRiesgo_poco seguro,TipoCombustible_diesel,TipoCombustible_gas,TipoAspiracionMotor_std,TipoAspiracionMotor_turbo,NumPuertas_four,NumPuertas_two,TipoCarroceria_hatchback,TipoCarroceria_otro,TipoCarroceria_sedan,TipoCarroceria_wagon,EjeTraccion_4wd,EjeTraccion_fwd,EjeTraccion_rwd,UbicacionMotor_front,UbicacionMotor_rear,TipoMotor_No ohc,TipoMotor_ohc,NumCilindrosMotor_cuatro,NumCilindrosMotor_mayor a cuatro,NumCilindrosMotor_menor a cuatro,SistemaCombustible_2bbl,SistemaCombustible_mpfi,SistemaCombustible_otro
173.6,65.4,54.9,3.62,2.64,7.7,111,4800,23,11694.0,True,False,False,False,True,False,True,True,False,False,False,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False
158.7,63.6,54.5,3.05,3.03,9.0,62,4800,35,5348.0,False,False,True,False,True,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True,True,False,False,True,False,False
158.7,63.6,54.5,3.05,3.03,9.0,62,4800,31,6338.0,False,False,True,False,True,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True,True,False,False,True,False,False
158.7,63.6,54.5,3.05,3.03,9.0,62,4800,31,6488.0,False,False,True,False,True,True,False,True,False,True,False,False,False,False,True,False,True,False,False,True,True,False,False,True,False,False
169.7,63.6,59.1,3.05,3.03,9.0,62,4800,31,6918.0,True,False,False,False,True,True,False,True,False,False,False,False,True,False,True,False,True,False,False,True,True,False,False,True,False,False
169.7,63.6,59.1,3.05,3.03,9.0,62,4800,27,7898.0,True,False,False,False,True,True,False,True,False,False,False,False,True,True,False,False,True,False,False,True,True,False,False,True,False,False
169.7,63.6,59.1,3.05,3.03,9.0,62,4800,27,8778.0,True,False,False,False,True,True,False,True,False,False,False,False,True,True,False,False,True,False,False,True,True,False,False,True,False,False
166.3,64.4,53.0,3.19,3.03,9.0,70,4800,30,6938.0,True,False,False,False,True,True,False,True,False,False,False,True,False,False,True,False,True,False,False,True,True,False,False,True,False,False
166.3,64.4,52.8,3.19,3.03,9.0,70,4800,30,7198.0,True,False,False,False,True,True,False,True,False,True,False,False,False,False,True,False,True,False,False,True,True,False,False,True,False,False
166.3,64.4,53.0,3.27,3.35,22.5,56,4500,34,7898.0,True,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,True,True,False,False,False,False,True
166.3,64.4,52.8,3.27,3.35,22.5,56,4500,38,7788.0,True,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,True
166.3,64.4,53.0,3.19,3.03,9.0,70,4800,38,7738.0,True,False,False,False,True,True,False,True,False,False,False,True,False,False,True,False,True,False,False,True,True,False,False,True,False,False
166.3,64.4,52.8,3.19,3.03,9.0,70,4800,28,8358.0,True,False,False,False,True,True,False,True,False,True,False,False,False,False,True,False,True,False,False,True,True,False,False,True,False,False
166.3,64.4,52.8,3.19,3.03,9.0,70,4800,28,9258.0,True,False,False,False,True,True,False,True,False,False,False,True,False,False,True,False,True,False,False,True,True,False,False,True,False,False
168.7,64.0,52.6,3.19,3.03,9.0,70,4800,29,8058.0,False,False,True,False,True,True,False,False,True,False,False,True,False,False,False,True,True,False,False,True,True,False,False,True,False,False
168.7,64.0,52.6,3.19,3.03,9.0,70,4800,29,8238.0,False,False,True,False,True,True,False,False,True,True,False,False,False,False,False,True,True,False,False,True,True,False,False,True,False,False
168.7,64.0,52.6,3.24,3.08,9.4,112,6600,26,9298.0,False,False,True,False,True,True,False,False,True,False,False,True,False,False,False,True,True,False,True,False,True,False,False,False,True,False
168.7,64.0,52.6,3.24,3.08,9.4,112,6600,26,9538.0,False,False,True,False,True,True,False,False,True,True,False,False,False,False,False,True,True,False,True,False,True,False,False,False,True,False
176.2,65.6,52.0,3.62,3.5,9.3,116,4800,24,8449.0,False,False,True,False,True,True,False,False,True,False,True,False,False,False,False,True,True,False,False,True,True,False,False,False,True,False
176.2,65.6,52.0,3.62,3.5,9.3,116,4800,24,9639.0,False,False,True,False,True,True,False,False,True,False,True,False,False,False,False,True,True,False,False,True,True,False,False,False,True,False
176.2,65.6,52.0,3.62,3.5,9.3,116,4800,24,9989.0,False,False,True,False,True,True,False,False,True,True,False,False,False,False,False,True,True,False,False,True,True,False,False,False,True,False
176.2,65.6,52.0,3.62,3.5,9.3,116,4800,24,11199.0,False,False,True,False,True,True,False,False,True,False,True,False,False,False,False,True,True,False,False,True,True,False,False,False,True,False
176.2,65.6,52.0,3.62,3.5,9.3,116,4800,24,11549.0,False,False,True,False,True,True,False,False,True,True,False,False,False,False,False,True,True,False,False,True,True,False,False,False,True,False
176.2,65.6,53.0,3.62,3.5,9.3,116,4800,24,17669.0,False,False,True,False,True,True,False,False,True,False,True,False,False,False,False,True,True,False,False,True,True,False,False,False,True,False
175.6,66.5,54.9,3.31,3.54,8.7,92,4200,29,8948.0,False,True,False,False,True,True,False,True,False,False,False,True,False,False,True,False,True,False,False,True,True,False,False,False,True,False
175.6,66.5,54.9,3.27,3.35,22.5,73,4500,30,10698.0,False,True,False,True,False,False,True,True,False,False,False,True,False,False,True,False,True,False,False,True,True,False,False,False,False,True
175.6,66.5,53.9,3.31,3.54,8.7,92,4200,27,9988.0,False,True,False,False,True,True,False,True,False,True,False,False,False,False,True,False,True,False,False,True,True,False,False,False,True,False
175.6,66.5,54.9,3.31,3.54,8.7,92,4200,27,10898.0,False,True,False,False,True,True,False,True,False,False,False,True,False,False,True,False,True,False,False,True,True,False,False,False,True,False
175.6,66.5,53.9,3.31,3.54,8.7,92,4200,27,11248.0,False,True,False,False,True,True,False,True,False,True,False,False,False,False,True,False,True,False,False,True,True,False,False,False,True,False
183.5,67.7,52.0,3.27,3.35,9.3,161,5200,20,16558.0,False,False,True,False,True,True,False,False,True,True,False,False,False,False,False,True,True,False,True,False,False,True,False,False,True,False
183.5,67.7,52.0,3.27,3.35,9.3,161,5200,19,15998.0,False,False,True,False,True,True,False,False,True,True,False,False,False,False,False,True,True,False,True,False,False,True,False,False,True,False
187.8,66.5,54.1,3.27,3.35,9.2,156,5200,20,15690.0,False,True,False,False,True,True,False,True,False,False,False,True,False,False,False,True,True,False,True,False,False,True,False,False,True,False
187.8,66.5,54.1,3.27,3.35,9.2,156,5200,19,15750.0,False,True,False,False,True,True,False,True,False,False,False,False,True,False,False,True,True,False,True,False,False,True,False,False,True,False
171.7,65.5,55.7,3.01,3.4,23.0,52,4800,37,7775.0,False,False,True,True,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,True,False,False,False,False,True
171.7,65.5,55.7,3.19,3.4,9.0,85,5250,27,7975.0,False,False,True,False,True,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,True,False,False,False,True,False
171.7,65.5,55.7,3.01,3.4,23.0,52,4800,37,7995.0,False,False,True,True,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,True,True,False,False,False,False,True
171.7,65.5,55.7,3.19,3.4,9.0,85,5250,27,8195.0,False,False,True,False,True,True,False,True,False,False,False,True,False,False,True,False,True,False,False,True,True,False,False,False,True,False
171.7,65.5,55.7,3.19,3.4,9.0,85,5250,27,8495.0,False,False,True,False,True,True,False,True,False,False,False,True,False,False,True,False,True,False,False,True,True,False,False,False,True,False
171.7,65.5,55.7,3.01,3.4,23.0,68,4500,37,9495.0,False,False,True,True,False,False,True,True,False,False,False,True,False,False,True,False,True,False,False,True,True,False,False,False,False,True
171.7,65.5,55.7,3.19,3.4,10.0,100,5500,26,9995.0,False,False,True,False,True,True,False,True,False,False,False,True,False,False,True,False,True,False,False,True,True,False,False,False,True,False
159.3,64.2,55.6,3.19,3.4,8.5,90,5500,24,11595.0,False,False,True,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False,False,True,False
165.7,64.0,51.4,3.19,3.4,8.5,90,5500,24,9980.0,False,False,True,False,True,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True,True,False,False,False,True,False
180.2,66.9,55.1,3.19,3.4,8.5,110,5500,19,13295.0,True,False,False,False,True,True,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False,True,False
180.2,66.9,55.1,3.01,3.4,23.0,68,4500,33,13845.0,True,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,True,False,False,True,True,False,False,False,False,True
183.1,66.9,55.1,3.19,3.4,9.0,88,5500,25,12290.0,True,False,False,False,True,True,False,True,False,False,False,False,True,False,True,False,True,False,False,True,True,False,False,False,True,False
188.8,67.2,56.2,3.78,3.15,9.5,114,5400,23,12940.0,False,True,False,False,True,True,False,True,False,False,False,True,False,False,False,True,True,False,False,True,True,False,False,False,True,False
188.8,67.2,57.5,3.78,3.15,9.5,114,5400,23,13415.0,False,True,False,False,True,True,False,True,False,False,False,False,True,False,False,True,True,False,False,True,True,False,False,False,True,False
188.8,67.2,56.2,3.78,3.15,9.5,114,5400,24,15985.0,False,True,False,False,True,True,False,True,False,False,False,True,False,False,False,True,True,False,False,True,True,False,False,False,True,False
188.8,67.2,57.5,3.78,3.15,9.5,114,5400,24,16515.0,False,True,False,False,True,True,False,True,False,False,False,False,True,False,False,True,True,False,False,True,True,False,False,False,True,False
188.8,67.2,56.2,3.62,3.15,7.5,162,5100,17,18420.0,False,True,False,False,True,False,True,True,False,False,False,True,False,False,False,True,True,False,False,True,True,False,False,False,True,False
188.8,67.2,57.5,3.62,3.15,7.5,162,5100,17,18950.0,False,True,False,False,True,False,True,True,False,False,False,False,True,False,False,True,True,False,False,True,True,False,False,False,True,False
188.8,68.9,55.5,3.78,3.15,9.5,114,5400,23,16845.0,False,True,False,False,True,True,False,True,False,False,False,True,False,False,False,True,True,False,False,True,True,False,False,False,True,False
188.8,68.8,55.5,3.78,3.15,8.7,160,5300,19,19045.0,False,True,False,False,True,False,True,True,False,False,False,True,False,False,False,True,True,False,False,True,True,False,False,False,True,False
188.8,68.9,55.5,3.58,2.87,8.8,134,5500,18,21485.0,False,True,False,False,True,True,False,True,False,False,False,True,False,False,False,True,True,False,True,False,False,True,False,False,True,False
188.8,68.9,55.5,3.01,3.4,23.0,106,4800,26,22470.0,False,True,False,True,False,False,True,True,False,False,False,True,False,False,False,True,True,False,False,True,False,True,False,False,False,True
188.8,68.9,55.5,3.78,3.15,9.5,114,5400,19,22625.0,False,True,False,False,True,False,True,True,False,False,False,True,False,False,False,True,True,False,False,True,True,False,False,False,True,False
